
                  X                  c1                 c3                 c5                 c7                 c9                 d1                 d3                 d5                 d7                 d9       

                0.                 1.18874            0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.         
              750.259E-09         37.4869             0.                 0.                 0.                 0.                 3.75125E-06        0.                 0.                 0.                 0.         
                1.50279E-06      120.998            374.514E-06          0.               374.515E-06          0.                 7.47743E-06        0.                 0.                 0.                 0.         
                2.25097E-06      213.646            355.276E-06          8.98987E-06      350.781E-06          0.                11.0424E-06         2.78533E-12        0.                 0.                 0.         
                3.0035E-06       329.29             539.388E-06          0.               541.01E-06           0.                14.4041E-06        51.7275E-12         0.                 0.                 0.         
                3.75168E-06      431.435            529.319E-06          0.               563.844E-06          0.                17.3837E-06       383.238E-12          0.                 0.                 0.         
                4.50425E-06      524.309              0.                 0.                 0.               790.234E-06         19.8977E-06         1.40312E-09        0.                 0.                 0.         
                5.25247E-06      613.929             11.9401E-03         0.                 0.               -23.7822E-03        21.8364E-06         5.3949E-09         0.                 0.                 0.         
                6.00069E-06      671.095             25.718E-03          0.                 0.                 0.                23.0995E-06        19.6178E-09         0.                 0.                 0.         
                6.75326E-06      696.424             94.6689E-03         0.                 7.32001E-03        0.                23.6466E-06        50.9372E-09         0.                 0.                 0.         
                7.50148E-06      690.569            197.676E-03          0.                 0.                 0.                23.4513E-06       113.342E-09          0.                 0.                 0.         
                8.25405E-06      646.205            401.305E-03          0.                 0.                 0.                22.5497E-06       234.36E-09           0.                 0.                 0.         
                9.00227E-06      574.787            821.935E-03          0.                 0.                 0.                21.034E-06        437.909E-09          0.                 0.                 0.         
                9.75049E-06      485.137              1.40757            0.               513.681E-06          0.                18.9967E-06       758.066E-09          0.                 0.                 0.         
               10.5031E-06       399.815              6.54861            0.               952.961E-06          0.                16.5904E-06         1.24718E-06        0.                 0.                 0.         
               11.2513E-06       307.269             14.8836             0.               641.874E-06          0.                13.9634E-06         1.93767E-06        0.                 0.                 0.         
               12.0038E-06       215.365             25.818              0.               239.313E-06          0.                11.2304E-06         2.86987E-06        0.                 0.                 0.         
               12.7521E-06       144.221             39.668              6.05009E-06      471.252E-06          0.                 8.5742E-06         4.0584E-06        10.0044E-12         0.                 0.         
               13.5003E-06        85.1111            73.7096           113.045E-06          0.                 0.                 6.08094E-06        5.52836E-06       88.6757E-12         0.                 0.         
               14.2529E-06        36.8044           114.302            438.762E-06          0.                 0.                 3.8419E-06         7.27703E-06      268.301E-12          0.                 0.         
               15.0011E-06        13.9977           158.702              1.08763E-03      516.738E-06          0.                 1.91911E-06        9.24183E-06      613.909E-12          0.                 0.         
               15.7535E-06       568.241E-03        221.935              2.26026E-03        0.                 0.               319.586E-09         11.3898E-06         1.28966E-09        0.                 0.         
               16.5016E-06         0.               298.841              4.58655E-03        0.                 1.99415E-03     -954.86E-09          13.5986E-06         2.55659E-09        0.                 0.         
               17.254E-06          0.               372.633              8.85294E-03        0.                 0.                -1.95932E-06       15.7721E-06         5.11045E-09        0.                 0.         
               18.0021E-06         0.               442.597             18.6371E-03         9.51069E-03        0.                -2.72282E-06       17.7656E-06        12.5992E-09         0.                 0.         
               18.7501E-06         0.               504.068             50.5887E-03       143.762E-06          0.                -3.29274E-06       19.4774E-06        29.6732E-09         0.                 0.         
               19.5026E-06         0.               565.369            112.663E-03        177.382E-06          0.                -3.70595E-06       20.8113E-06        62.5096E-09         0.                 0.         
               20.2506E-06         0.               603.912            218.806E-03        564.59E-06           0.                -4.0153E-06        21.6491E-06       118.604E-09          0.                 0.         
               21.003E-06          0.               618.235            392.414E-03          0.                 0.                -4.24917E-06       21.9395E-06       218.464E-09          0.                 0.         
               21.7511E-06         0.               604.442            706.629E-03         13.3785E-03         0.                -4.42761E-06       21.6671E-06       381.936E-09          0.                 0.         
               22.5035E-06         0.               567.045              1.20236            2.23721E-03        0.                -4.58732E-06       20.8323E-06       633.488E-09          0.                 0.         
               23.2516E-06         0.               504.826              4.00749            1.55473E-03        0.                -4.72807E-06       19.5205E-06         1.00254E-06        0.                 0.         
               24.004E-06          0.               442.517             10.1267           488.337E-06          0.                -4.87093E-06       17.8041E-06         1.53472E-06        0.                 0.         
               24.752E-06          0.               372.406             18.7931             0.                 0.                -5.00203E-06       15.8198E-06         2.25432E-06        0.                 0.         
               25.5001E-06         0.               299.119             29.5981             0.                 0.                -5.13956E-06       13.6623E-06         3.1928E-06         0.                 0.         
               26.2525E-06         0.               220.007             47.5637           535.085E-06          0.                -5.27791E-06       11.4401E-06         4.37577E-06        0.                 0.         
               27.0006E-06         0.               160.929             80.4537           763.96E-06           0.                -5.41393E-06        9.28685E-06        5.80637E-06      144.61E-12           0.         
               27.753E-06          0.               113.229            118.784            859.305E-06          0.                -5.54965E-06        7.28177E-06        7.48493E-06      380.169E-12          0.         
               28.5011E-06         0.                72.5177           162.263              2.0287E-03         0.                -5.68294E-06        5.49107E-06        9.35437E-06      845.83E-12           0.         
               29.2535E-06         0.                38.1647           222.311              0.                 0.                -5.82301E-06        3.94455E-06       11.3898E-06         1.70894E-09        0.         
               30.0015E-06         0.                23.4401           294.046              4.17106E-03        0.                -5.956E-06          2.66756E-06       13.4826E-06         3.2569E-09         0.         
               30.754E-06          0.                10.2189           365.038             10.2634E-03       356.538E-06         -6.09329E-06        1.64669E-06       15.5443E-06         6.70752E-09        0.         
               31.5024E-06         0.                 1.93809          431.791             11.0159E-03         0.                -6.23077E-06      856.751E-09         17.4397E-06        15.998E-09          0.         
               32.2508E-06         0.               622.204E-03        487.158             65.2774E-03         0.                -6.36666E-06      280.284E-09         19.0831E-06        35.5521E-09         0.         
               33.0035E-06         0.                 0.               544.86             123.351E-03        262.4E-06           -6.50232E-06     -136.137E-09         20.3827E-06        71.8464E-09         0.         
               33.7519E-06         0.                 0.               584.487            244.198E-03        338.168E-06         -6.63913E-06     -417.822E-09         21.2314E-06       132.637E-09          0.         
               34.5003E-06         0.                 0.               601.026            434.482E-03          0.                -6.77698E-06     -612.454E-09         21.5674E-06       237.638E-09          0.         
               35.253E-06          0.                 0.               590.57             755.431E-03          0.                -6.91469E-06     -741.911E-09         21.3844E-06       408.421E-09          0.         
               36.0014E-06         0.                 0.               559.893              1.25217            0.                -7.04845E-06     -817.741E-09         20.6801E-06       665.674E-09          0.         
               36.7541E-06         0.                 0.               502.854              4.47411            0.                -7.19074E-06     -869.593E-09         19.5031E-06         1.04271E-06        0.         
               37.5025E-06         0.                 0.               447.327             10.612              0.                -7.32444E-06     -905.376E-09         17.9486E-06         1.57454E-06        0.         
               38.2509E-06         0.                 0.               382.683             19.1561             0.                -7.46177E-06     -933.884E-09         16.1208E-06         2.29347E-06        0.         
               39.0036E-06         0.                 0.               314.236             30.0795             0.                -7.59562E-06     -953.725E-09         14.0909E-06         3.23289E-06        0.         
               39.752E-06          0.                 0.               240.085             48.2198             0.                -7.73337E-06     -979.784E-09         12.0017E-06         4.39916E-06        0.         
               40.5003E-06         0.                 0.               176.767             80.6102             0.                -7.86932E-06       -1.00277E-06        9.94011E-06        5.81108E-06       83.6735E-12 
               41.2531E-06         0.                 0.               129.804            118.346             15.9328E-03        -8.00275E-06       -1.02741E-06        8.00668E-06        7.46545E-06      398.359E-12  
               42.0014E-06         0.                 0.                90.1688           161.07               5.07183E-03       -8.14198E-06       -1.045E-06          6.26056E-06        9.30618E-06      896.762E-12  
               42.7542E-06         0.                 0.                55.114            219.456              0.                -8.27595E-06       -1.07038E-06        4.73482E-06       11.3091E-06         1.78807E-09
               43.5025E-06         0.                 0.                33.0156           290.251             20.2274E-03        -8.41376E-06       -1.09042E-06        3.46204E-06       13.3711E-06         3.36695E-09
               44.2509E-06         0.                 0.                19.8767           359.747             23.8938E-03        -8.54803E-06       -1.11404E-06        2.43594E-06       15.3948E-06         6.89215E-09
               45.0036E-06         0.                 0.                10.7136           426.402              0.                -8.68786E-06       -1.13517E-06        1.6257E-06        17.2819E-06        16.3873E-09 
               45.752E-06          0.                 0.                 3.78348          481.494             72.9305E-03        -8.82263E-06       -1.16296E-06        1.02191E-06       18.9148E-06        36.0433E-09 
               46.5004E-06         0.                 0.                 1.2539           537.102            116.602E-03         -8.95769E-06       -1.18467E-06      589.596E-09         20.2075E-06        72.1466E-09 
               47.2531E-06         0.                 0.               599.366E-03        577.29             203.235E-03         -9.09795E-06       -1.2065E-06       287.688E-09         21.0796E-06       133.012E-09  
               48.0015E-06         0.                 0.               208.446E-03        594.863            433.655E-03         -9.23474E-06       -1.23077E-06       81.8473E-09        21.4441E-06       237.407E-09  
               48.7542E-06         0.                 0.                 0.               586.697            761.073E-03         -9.3709E-06        -1.25335E-06      -52.0704E-09        21.2999E-06       406.815E-09  
               49.5026E-06         0.                 0.                 0.               558.438              1.27954           -9.50858E-06       -1.27581E-06     -128.493E-09         20.643E-06        661.641E-09  
               50.251E-06          0.                 0.                 0.               503.911              4.44478           -9.64447E-06       -1.295E-06       -179.491E-09         19.5265E-06         1.03191E-06
               51.0037E-06         0.                 0.                 0.               450.061             10.4666            -9.78194E-06       -1.32334E-06     -206.754E-09         18.0177E-06         1.5598E-06 
               51.7521E-06         0.                 0.                 0.               387.021             18.8425            -9.91341E-06       -1.34214E-06     -227.043E-09         16.2393E-06         2.27018E-06
               52.5005E-06         0.                 0.                 0.               320.517             29.7525           -10.0519E-06        -1.36645E-06     -233.616E-09         14.2689E-06         3.19226E-06
