
                  X                  c1                 c3                 c5                 c7                 c9                 d1                 d3                 d5                 d7                 d9       
               36.7541E-06         0.                 0.               131.015            163.556              1.56552E-03        1.47139E-06        5.92101E-06       13.6034E-06         9.5253E-06       247.383E-12  
               37.5025E-06         0.                 0.                57.2798           241.858              1.54735E-03        1.3415E-06         5.93461E-06       11.2228E-06        12.0842E-06       873.115E-12  
               38.2509E-06         0.                 0.                15.5652           335.157              0.                 1.23961E-06        5.95654E-06        9.28747E-06       14.8657E-06         1.92449E-09
               39.0036E-06         0.                 0.                 0.               418.411              6.16118E-03        1.11007E-06        5.99147E-06        7.7638E-06        17.7402E-06         4.04179E-09
               39.752E-06          0.                 0.                 0.               534.202              0.               977.023E-09          6.00395E-06        6.65274E-06       20.5506E-06        10.8084E-09 
               40.5003E-06         0.                 0.                 0.               640.347             12.7031E-03       867.061E-09          6.05681E-06        5.89278E-06       23.1328E-06        27.2885E-09 
               41.2531E-06         0.                 0.                 0.               720.164            110.758E-03        749.693E-09          6.06253E-06        5.40097E-06       25.3084E-06        59.8302E-09 
               42.0014E-06         0.                 0.                 0.               778.55             207.426E-03        628.555E-09          6.10725E-06        5.13705E-06       26.9308E-06       118.376E-09  
               42.7542E-06         0.                 0.                 0.               802.775            402.807E-03        509.637E-09          6.12273E-06        4.98651E-06       27.8744E-06       227.577E-09  
               43.5025E-06         0.                 0.                 0.               806.261            739.709E-03        394.582E-09          6.14945E-06        4.94724E-06       28.1054E-06       410.455E-09  
               44.2509E-06         0.                 0.                 0.               777.105              1.33248          280.386E-09          6.18193E-06        4.94946E-06       27.6041E-06       695.411E-09  
               45.0036E-06         0.                 0.                 0.               719.075              5.3074           136.788E-09          6.19137E-06        4.95957E-06       26.4046E-06         1.13729E-06
               45.752E-06          0.                 0.                 0.               634.155             12.8791            34.7136E-09         6.23894E-06        4.99181E-06       24.6347E-06         1.77261E-06
               46.5004E-06         0.                 0.                 0.               532.95              23.4652           -87.2242E-09         6.25529E-06        5.00301E-06       22.3982E-06         2.63449E-06
               47.2531E-06         0.                 0.                 0.               415.928             36.3142          -209.839E-09          6.29058E-06        5.04051E-06       19.8907E-06         3.78769E-06
               48.0015E-06         0.                 0.                 0.               291.2               66.6315          -331.747E-09          6.31445E-06        5.04998E-06       17.2808E-06         5.25135E-06
               48.7542E-06         0.                 0.                 0.               200.499            108.757           -454.616E-09          6.33355E-06        5.07214E-06       14.7343E-06         7.04128E-06
               49.5026E-06         0.                 0.                 0.               123.128            154.951           -565.466E-09          6.37227E-06        5.09855E-06       12.4041E-06         9.11915E-06
               50.251E-06          0.                 0.                 0.                59.7156           220.99            -710.599E-09          6.38697E-06        5.10956E-06       10.3434E-06        11.4478E-06 
               51.0037E-06         0.                 0.                 0.                22.1902           306.669           -811.255E-09          6.42738E-06        5.14283E-06        8.64407E-06       13.9675E-06 
               51.7521E-06         0.                 0.                 0.                 5.21597          385.191           -936.532E-09          6.45041E-06        5.15533E-06        7.30565E-06       16.523E-06  
               52.5005E-06         0.                 0.                 0.                 0.               468.874             -1.05608E-06        6.47289E-06        5.18431E-06        6.32172E-06       19.0097E-06 
               53.2532E-06         0.                 0.                 0.                 0.               567.132             -1.18084E-06        6.5128E-06         5.19958E-06        5.63974E-06       21.305E-06  
               54.0016E-06         0.                 0.                 0.                 0.               641.745             -1.29479E-06        6.52145E-06        5.21761E-06        5.19772E-06       23.2025E-06 
