
                  X                  c1                 c3                 c5                 c7                 c9                 d1                 d3                 d5                 d7                 d9       
               33.7519E-06         0.                 0.                34.4615             2.41699E+03      113.227E-03        -24.6758E-06        -3.26656E-06        3.81742E-06       53.6784E-06        54.7006E-09 
               34.5003E-06         0.                 0.                11.0728             2.85444E+03      237.19E-03         -25.2056E-06        -3.34887E-06        1.85294E-06       59.78E-06         148.226E-09  
               35.253E-06          0.                 0.                 1.38654            3.12836E+03      628.557E-03        -25.7371E-06        -3.44047E-06      663.713E-09         63.636E-06        354.121E-09  
               36.0014E-06         0.                 0.                 0.                 3.21884E+03        1.3729           -26.2488E-06        -3.51691E-06      -18.0735E-09        64.7671E-06       770.815E-09  
               36.7541E-06         0.                 0.                 0.                 3.08056E+03        9.29371          -26.7567E-06        -3.6215E-06      -382.25E-09          62.9922E-06         1.55438E-06
               37.5025E-06         0.                 0.                 0.                 2.75968E+03       24.1633           -27.2688E-06        -3.68853E-06     -575.019E-09         58.5963E-06         2.89035E-06
               38.2509E-06         0.                 0.                 0.                 2.30642E+03       58.2952           -27.7909E-06        -3.78292E-06     -656.299E-09         52.0863E-06         5.03325E-06
               39.0036E-06         0.                 0.                 0.                 1.77371E+03      128.284            -28.3033E-06        -3.87577E-06     -692.802E-09         44.1446E-06         8.25267E-06
               39.752E-06          0.                 0.                 0.                 1.27683E+03      254.357            -28.8274E-06        -3.9573E-06      -735.105E-09         35.7362E-06        12.7054E-06 
               40.5003E-06         0.                 0.                 0.               858.652            452.795            -29.357E-06         -4.03501E-06     -752.72E-09          27.5307E-06        18.5172E-06 
               41.2531E-06         0.                 0.                 0.               504.555            764.784            -29.8429E-06        -4.11996E-06     -780.397E-09         20.1321E-06        25.6162E-06 
               42.0014E-06         0.                 0.                 0.               295.799              1.16022E+03      -30.3689E-06        -4.22403E-06     -799.715E-09         13.9826E-06        33.617E-06  
               42.7542E-06         0.                 0.                 0.               149.434              1.6501E+03       -30.8678E-06        -4.29626E-06     -829.146E-09          9.13414E-06       42.0483E-06 
               43.5025E-06         0.                 0.                 0.                66.5534             2.16716E+03      -31.4027E-06        -4.37547E-06     -858.636E-09          5.62613E-06       50.0985E-06 
               44.2509E-06         0.                 0.                 0.                29.4459             2.65301E+03      -31.8941E-06        -4.46519E-06     -870.496E-09          3.22871E-06       56.9679E-06 
               45.0036E-06         0.                 0.                 0.                 9.82432            2.99408E+03      -32.4321E-06        -4.54512E-06     -903.703E-09          1.70048E-06       61.8254E-06 
               45.752E-06          0.                 0.                 0.                 1.25005            3.16661E+03      -32.9618E-06        -4.63449E-06     -920.358E-09        787.324E-09         63.9907E-06 
               46.5004E-06         0.                 0.                 0.               755.725E-03          3.08989E+03      -33.4594E-06        -4.71648E-06     -947.65E-09         282.103E-09         63.0781E-06 
               47.2531E-06         0.                 0.                 0.                 0.                 2.8091E+03       -33.9776E-06        -4.80756E-06     -968.997E-09         42.7099E-09        58.9684E-06 
               48.0015E-06         0.                 0.                 0.                46.9408E-03         2.31966E+03      -34.479E-06         -4.886E-06       -992.797E-09        -90.4838E-09        51.93E-06   
               48.7542E-06         0.                 0.                 0.                 0.                 1.6942E+03       -35.0257E-06        -4.9702E-06        -1.02372E-06     -147.556E-09         42.3259E-06 
               49.5026E-06         0.                 0.                 0.                 0.                 1.0383E+03       -35.5282E-06        -5.07124E-06       -1.03645E-06     -192.762E-09         30.9861E-06 
               50.251E-06          0.                 0.                 0.                 0.               477.137            -36.0535E-06        -5.1486E-06        -1.06802E-06     -210.246E-09         18.494E-06  
               51.0037E-06         0.                 0.                 0.                 0.                74.5495           -36.5747E-06        -5.23579E-06       -1.08522E-06     -237.029E-09          5.41376E-06
               51.7521E-06         0.                 0.                 0.                 0.                 0.               -37.0754E-06        -5.31567E-06       -1.10963E-06     -274.216E-09         -7.66924E-06
