
                  X                  c1                 c3                 c5                 c7                 c9                 d1                 d3                 d5                 d7                 d9       

                0.                 1.18874            0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.         
              750.259E-09         37.542              0.                 0.                 0.                 0.                 3.75125E-06        0.                 0.                 0.                 0.         
                1.50279E-06      120.999            348.804E-06          0.               347.545E-06          0.                 7.47743E-06        0.                 0.                 0.                 0.         
                2.25097E-06      212.195            329.027E-06          0.               327.771E-06          0.                11.0425E-06         2.78533E-12        0.                 0.                 0.         
                3.0035E-06       324.495            602.316E-06          4.67473E-06      610.052E-06          0.                14.4053E-06        51.7275E-12         0.                 0.                 0.         
                3.75168E-06      413.46             585.954E-06          4.13534E-06      620.84E-06           0.                17.3913E-06       383.125E-12          0.                 0.              -568.434E-15  
                4.50425E-06      511.59               0.               355.349E-09        114.591E-06          0.                19.9288E-06         1.40085E-09        0.                 0.              -682.121E-15  
                5.25247E-06      593.772              7.6687E-03         2.22519E-06        0.                10.2788E-03        21.9105E-06         5.32259E-09        0.                 0.              -682.121E-15  
                6.00069E-06      643.477             27.4921E-03       595.345E-09          0.                 8.35516E-03       23.2317E-06        19.2733E-09         0.                 0.              -682.121E-15  
                6.75326E-06      665.193             92.8132E-03       992.486E-09          0.                 6.39091E-03       23.8778E-06        49.8178E-09         0.                 0.              -909.495E-15  
                7.50148E-06      661.959            190.154E-03          2.33737E-06        0.                 0.                23.8069E-06       110.384E-09          0.                 0.              -909.495E-15  
                8.25405E-06      620.484            390.566E-03          1.61818E-06        0.                 0.                23.0655E-06       226.95E-09           0.                 0.              -909.495E-15  
                9.00227E-06      559.15             797.983E-03          1.64224E-06        0.                 0.                21.7333E-06       423.236E-09          0.                 0.              -909.495E-15  
                9.75049E-06      472.309              1.36299            9.59415E-06        0.                 0.                19.8858E-06       729.813E-09          0.                 0.              -909.495E-15  
               10.5031E-06       371.194              6.00637            7.09665E-06      720.042E-06          0.                17.6706E-06         1.19541E-06        0.                 0.              -909.495E-15  
               11.2513E-06       280.284             13.771              9.58564E-06      421.822E-06          0.                15.2554E-06         1.85077E-06        0.                 0.              -909.495E-15  
               12.0038E-06       195.059             24.265             27.3734E-06         0.                 0.                12.7502E-06         2.72781E-06        0.                 0.              -909.495E-15  
               12.7521E-06       108.554             37.1338            69.2832E-06         0.                 0.                10.3137E-06         3.84192E-06        0.                 0.              -909.495E-15  
               13.5003E-06        53.0139            66.609            166.907E-06          4.05514E-03      916.519E-06          8.05814E-06        5.2164E-06        76.3976E-12         0.              -909.495E-15  
               14.2529E-06        12.8382           104.907            467.292E-06          0.                 0.                 6.07343E-06        6.84923E-06      241.471E-12          0.              -909.495E-15  
               15.0011E-06         0.               145.928              1.08556E-03      465.202E-06          0.                 4.39067E-06        8.68364E-06      561.158E-12          0.              -909.495E-15  
               15.7535E-06         0.               196.788              2.16867E-03        0.                 0.                 3.03895E-06       10.6862E-06         1.1878E-09         0.              -909.495E-15  
               16.5016E-06         0.               267.983              4.28594E-03        0.                 0.                 1.97146E-06       12.7549E-06         2.35286E-09        0.              -909.495E-15  
               17.254E-06          0.               333.538              8.19265E-03        0.               621.565E-06          1.16342E-06       14.8041E-06         4.48017E-09        0.              -909.495E-15  
               18.0021E-06         0.               392.008             16.2934E-03         0.                 0.               573.113E-09         16.6902E-06        10.7711E-09         0.              -909.495E-15  
               18.7501E-06         0.               440.453             41.3729E-03         0.               644.142E-06        142.882E-09         18.3265E-06        25.3794E-09         0.                 0.         
               19.5026E-06         0.               495.4               99.4825E-03         0.                 0.              -130.567E-09         19.6352E-06        53.7029E-09         0.                 0.         
               20.2506E-06         0.               532.977            190.764E-03        571.045E-06          0.              -334.29E-09          20.505E-06        102.455E-09          0.                 0.         
               21.003E-06          0.               548.219            340.469E-03          0.                 0.              -463.995E-09         20.8763E-06       186.284E-09          0.                 0.         
               21.7511E-06         0.               537.177            593.228E-03          0.                 0.              -574.029E-09         20.7364E-06       325.461E-09          0.                 0.         
               22.5035E-06         0.               507.807              1.02997            0.                 0.              -671.862E-09         20.0838E-06       539.869E-09          0.                 0.         
               23.2516E-06         0.               455.686              2.26868            0.                 0.              -762.939E-09         18.9815E-06       852.057E-09          0.                 0.         
               24.004E-06          0.               387.288              7.49053          162.72E-06         904.937E-06       -866.948E-09         17.501E-06          1.30019E-06        0.                 0.         
               24.752E-06          0.               324.798             14.626              0.               809.483E-06       -950.826E-09         15.775E-06          1.90903E-06        0.                 0.         
               25.5001E-06         0.               262.358             24.2165             0.                 0.                -1.04941E-06       13.8919E-06         2.70087E-06        0.                 0.         
               26.2525E-06         0.               193.011             35.8191             0.                 0.                -1.14171E-06       11.9354E-06         3.70151E-06        0.                 0.         
               27.0006E-06         0.               126.869             60.0905           892.778E-06          0.                -1.23116E-06       10.0305E-06         4.90372E-06      100.954E-12          0.         
               27.753E-06          0.                82.026             92.4263             1.21508E-03      355.502E-06         -1.33291E-06        8.24853E-06        6.32489E-06      278.305E-12          0.         
               28.5011E-06         0.                44.4823           129.334              2.0406E-03         0.                -1.41888E-06        6.66928E-06        7.91529E-06      643.922E-12          0.         
               29.2535E-06         0.                15.7677           167.825              0.                 0.                -1.52682E-06        5.3158E-06         9.65792E-06        1.30785E-09        0.         
               30.0015E-06         0.                 3.23479          223.977              4.97649E-03      244.889E-06         -1.61018E-06        4.22282E-06       11.4724E-06         2.48838E-09        0.         
               30.754E-06          0.                 0.               284.786             11.1136E-03       182.865E-06         -1.70725E-06        3.36385E-06       13.3023E-06         4.50746E-09        0.         
               31.5024E-06         0.                 0.               341.599             15.8967E-03         0.                -1.79965E-06        2.71844E-06       15.0188E-06         9.9717E-09         0.         
               32.2508E-06         0.                 0.               386.779             41.3816E-03         0.                -1.88793E-06        2.25941E-06       16.554E-06         22.6337E-09         0.         
               33.0035E-06         0.                 0.               422.489             80.8622E-03       647.644E-06         -1.99374E-06        1.94916E-06       17.8283E-06        46.8244E-09         0.         
               33.7519E-06         0.                 0.               457.344            174.177E-03          0.                -2.07727E-06        1.7513E-06        18.7653E-06        88.9977E-09         0.         
               34.5003E-06         0.                 0.               481.319            283.538E-03          0.                -2.18223E-06        1.63881E-06       19.3105E-06       157.47E-09           0.         
               35.253E-06          0.                 0.               483.057            504.423E-03          0.                -2.26871E-06        1.57367E-06       19.4218E-06       271.939E-09          0.         
               36.0014E-06         0.                 0.               469.492            853.548E-03          0.                -2.36466E-06        1.54438E-06       19.0981E-06       448.825E-09          0.         
               36.7541E-06         0.                 0.               434.58               1.35011            0.                -2.46046E-06        1.52393E-06       18.3555E-06       710.846E-09          0.         
               37.5025E-06         0.                 0.               386.266              4.96777            0.                -2.54756E-06        1.51984E-06       17.2485E-06         1.07685E-06        0.         
               38.2509E-06         0.                 0.               338.518             10.7809             0.                -2.65041E-06        1.51018E-06       15.8653E-06         1.57881E-06        0.         
               39.0036E-06         0.                 0.               282.657             18.8367             0.                -2.7386E-06         1.50136E-06       14.2711E-06         2.24596E-06        0.         
               39.752E-06          0.                 0.               224.777             28.5576             5.08365E-03       -2.83901E-06        1.49448E-06       12.5736E-06         3.08759E-06        0.         
               40.5003E-06         0.                 0.               164.14              42.091              0.                -2.93029E-06        1.48681E-06       10.8512E-06         4.11637E-06        0.         
               41.2531E-06         0.                 0.               112.304             69.9302             0.                -3.01916E-06        1.47806E-06        9.16765E-06        5.34095E-06       89.1305E-12 
               42.0014E-06         0.                 0.                75.0098           102.085              0.                -3.12025E-06        1.46457E-06        7.62903E-06        6.72855E-06      401.997E-12  
               42.7542E-06         0.                 0.                43.0671           137.189              0.                -3.20559E-06        1.45853E-06        6.24395E-06        8.26689E-06      922.228E-12  
               43.5025E-06         0.                 0.                17.8237           173.25              11.3339E-03        -3.30956E-06        1.45119E-06        5.07507E-06        9.89338E-06        1.78443E-09
               44.2509E-06         0.                 0.                 6.34951          227.766              0.                -3.39839E-06        1.44276E-06        4.11471E-06       11.564E-06          3.30692E-09
               45.0036E-06         0.                 0.               802.599E-03        282.117              4.24201E-03       -3.49382E-06        1.43551E-06        3.35848E-06       13.2106E-06         6.18274E-09
               45.752E-06          0.                 0.                 0.               332.662             20.5452E-03        -3.58945E-06        1.42808E-06        2.7948E-06        14.7267E-06        13.6588E-09 
               46.5004E-06         0.                 0.                 0.               372.599             64.0876E-03        -3.67476E-06        1.41629E-06        2.39238E-06       16.0544E-06        29.4149E-09 
               47.2531E-06         0.                 0.                 0.               401.99             114.378E-03         -3.78162E-06        1.40534E-06        2.12106E-06       17.1189E-06        58.5987E-09 
               48.0015E-06         0.                 0.                 0.               421.879            194.141E-03         -3.86337E-06        1.39746E-06        1.95084E-06       17.8558E-06       106.746E-09  
               48.7542E-06         0.                 0.                 0.               435.02             332.413E-03         -3.96853E-06        1.39352E-06        1.84572E-06       18.2279E-06       184.456E-09  
               49.5026E-06         0.                 0.                 0.               430.582            572.385E-03         -4.05749E-06        1.38097E-06        1.79459E-06       18.2209E-06       310.109E-09  
               50.251E-06          0.                 0.                 0.               414.063            951.87E-03          -4.15179E-06        1.37562E-06        1.77227E-06       17.8327E-06       499.409E-09  
               51.0037E-06         0.                 0.                 0.               387.019              1.4229            -4.24856E-06        1.36716E-06        1.76551E-06       17.0876E-06       774.708E-09  
