
                  X                  c1                 c3                 c5                 c7                 c9                 d1                 d3                 d5                 d7                 d9       

                0.                 2.32723            0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.         
              750.259E-09        123.948              0.                 0.                 0.                 0.                 7.50244E-06        0.                 0.                 0.                 0.         
                1.50279E-06      346.774            796.675E-06          0.               794.887E-06        797.044E-06         14.9139E-06         0.                 0.                 0.                 0.         
                2.25097E-06      618.238            751.006E-06          0.               750.294E-06        745.619E-06         21.8974E-06         7.27596E-12        0.                 0.                 0.         
                3.0035E-06       910.334              0.                 0.                 0.                 9.51199E-03       28.2645E-06       154.387E-12          0.                 0.                 0.         
                3.75168E-06        1.18646E+03        0.                 1.07878E-06        0.                 0.                33.5775E-06         1.16665E-09        0.                 0.                 0.         
                4.50425E-06        1.41332E+03        9.28053E-03      559.217E-09          0.                 0.                37.6252E-06         9.25593E-09        0.                 0.                 0.         
                5.25247E-06        1.56129E+03       42.095E-03          0.                 0.                 0.                40.1118E-06        35.6595E-09         0.                 0.                 0.         
                6.00069E-06        1.60593E+03      178.214E-03         16.7543E-06         0.                 0.                40.9181E-06       104.825E-09          0.                 0.                 0.         
                6.75326E-06        1.55376E+03      423.063E-03         18.0281E-06       366.539E-06          0.                40.0359E-06       264.51E-09           0.                 0.                 0.         
                7.50148E-06        1.41519E+03        1.04881           15.945E-06          1.07589E-03      488.475E-06         37.5903E-06       570.24E-09           0.                 0.                 0.         
                8.25405E-06        1.19433E+03        4.59614           48.4137E-06         0.                 0.                33.8287E-06         1.1241E-06         0.                 0.                 0.         
                9.00227E-06      941.876             15.2227            53.5121E-06         0.                 1.28789E-03       29.1188E-06         2.01599E-06        0.                 0.                 0.         
                9.75049E-06      697.65              30.3908            72.5894E-06         0.               326.152E-06         23.8536E-06         3.36953E-06        0.                 0.                 0.         
               10.5031E-06       461.462             66.6604           152.629E-06          0.                 0.                18.3895E-06         5.28517E-06        0.                 0.                 0.         
               11.2513E-06       274.806            123.018            142.458E-06          0.                 0.                13.1574E-06         7.83072E-06       18.1899E-12         0.                 0.         
               12.0038E-06       136.816            204.814            397.582E-06          0.                 0.                 8.37701E-06       11.0439E-06       175.532E-12          0.                 0.         
               12.7521E-06        42.0528           335.626            975.334E-06        944.3E-06            1.28553E-03        4.2939E-06        14.8322E-06       527.507E-12          0.                 0.         
               13.5003E-06         1.79915          481.618              2.30868E-03        0.                 0.               982.607E-09         19.0573E-06         1.33059E-09        0.                 0.         
               14.2529E-06         0.               683.025              5.34702E-03        0.                 0.                -1.59526E-06       23.5288E-06         3.07864E-09        0.                 0.         
               15.0011E-06         0.               886.708             13.5598E-03         0.                 0.                -3.54089E-06       27.8824E-06        10.1736E-09         0.                 0.         
               15.7535E-06         0.                 1.0751E+03        44.2255E-03         0.               960.172E-06         -4.93054E-06       31.8137E-06        29.7368E-09         0.                 0.         
               16.5016E-06         0.                 1.2599E+03       128.522E-03          0.                 0.                -5.91682E-06       34.9963E-06        69.8874E-09         0.                 0.         
               17.254E-06          0.                 1.38631E+03      271.244E-03        179.825E-06          0.                -6.59459E-06       37.1407E-06       158.221E-09          0.                 0.         
               18.0021E-06         0.                 1.43144E+03      572.451E-03          0.                 0.                -7.09555E-06       38.0199E-06       326.729E-09          0.                 0.         
               18.7501E-06         0.                 1.41148E+03        1.15794            0.                 0.                -7.44894E-06       37.5798E-06       619.577E-09          0.                 0.         
               19.5026E-06         0.                 1.30874E+03        4.83379            0.                 9.64766E-03       -7.75197E-06       35.8273E-06         1.12233E-06        0.                 0.         
               20.2506E-06         0.                 1.13931E+03       14.0506             0.                 0.                -8.03501E-06       32.9731E-06         1.90134E-06        0.                 0.         
               21.003E-06          0.               948.702             27.2822             0.                 2.19124E-03       -8.30254E-06       29.2378E-06         3.07159E-06        0.                 0.         
               21.7511E-06         0.               749.247             52.9758             0.                 1.12663E-03       -8.57603E-06       24.9962E-06         4.71064E-06        0.                 0.         
               22.5035E-06         0.               538.387            103.4                0.                 0.                -8.83972E-06       20.514E-06          6.90518E-06        0.                 0.         
               23.2516E-06         0.               381.767            166.408            693.481E-06          0.                -9.12443E-06       16.1506E-06         9.67864E-06      110.958E-12          0.         
               24.004E-06          0.               240.432            274.042              0.               886.168E-06         -9.3841E-06        12.1278E-06        13.0473E-06       425.644E-12          0.         
               24.752E-06          0.               142.386            406.339              6.76477E-03        1.2801E-03        -9.65189E-06        8.61559E-06       16.8847E-06         1.15688E-09        0.         
               25.5001E-06         0.                75.2661           568.81               0.                 1.29354E-03       -9.93029E-06        5.74779E-06       21.0284E-06         2.61753E-09        0.         
               26.2525E-06         0.                31.8486           763.926             17.9682E-03         0.               -10.2029E-06         3.4588E-06        25.2921E-06         7.40511E-09        0.         
